DeepCSV;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
2, comb, down_correlated, 1, -2.5, 2.5, 70, 100, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))-0.0317539159735" 
2, comb, down_correlated, 1, -2.5, 2.5, 200, 300, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))-0.238122638627" 
2, comb, down_correlated, 1, -2.5, 2.5, 300, 600, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))-0.166835290559" 
2, comb, down_correlated, 1, -2.5, 2.5, 140, 200, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))-0.0300882258703" 
2, comb, down_correlated, 1, -2.5, 2.5, 50, 70, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))-0.035745312365" 
2, comb, down_correlated, 1, -2.5, 2.5, 20, 30, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))-0.121380343047" 
2, comb, down_correlated, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))-0.148116106366" 
2, comb, down_correlated, 1, -2.5, 2.5, 30, 50, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))-0.0345678860403" 
2, comb, down_correlated, 0, -2.5, 2.5, 100, 140, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))-0.00628974109315" 
2, comb, down_correlated, 0, -2.5, 2.5, 70, 100, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))-0.00907254753405" 
2, comb, down_correlated, 0, -2.5, 2.5, 200, 300, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))-0.0680350364747" 
2, comb, down_correlated, 0, -2.5, 2.5, 300, 600, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))-0.0476672277512" 
2, comb, down_correlated, 0, -2.5, 2.5, 140, 200, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))-0.00859663650795" 
2, comb, down_correlated, 0, -2.5, 2.5, 50, 70, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))-0.0102129467813" 
2, comb, down_correlated, 0, -2.5, 2.5, 20, 30, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))-0.0346800958158" 
2, comb, down_correlated, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))-0.0423188913516" 
2, comb, down_correlated, 0, -2.5, 2.5, 30, 50, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))-0.00987653881944" 
2, comb, down_uncorrelated, 1, -2.5, 2.5, 100, 140, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))-0.0524443972415" 
2, comb, down_uncorrelated, 1, -2.5, 2.5, 70, 100, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))-0.0472988167733" 
2, comb, down_uncorrelated, 1, -2.5, 2.5, 200, 300, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))-0.152651637131" 
2, comb, down_uncorrelated, 1, -2.5, 2.5, 300, 600, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))-0.131530762639" 
2, comb, down_uncorrelated, 1, -2.5, 2.5, 140, 200, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))-0.0683713005689" 
2, comb, down_uncorrelated, 1, -2.5, 2.5, 50, 70, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))-0.0361548070373" 
2, comb, down_uncorrelated, 1, -2.5, 2.5, 20, 30, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))-0.0777700159463" 
2, comb, down_uncorrelated, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))-0.231356742071" 
2, comb, down_uncorrelated, 1, -2.5, 2.5, 30, 50, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))-0.0322473029172" 
2, comb, down_uncorrelated, 0, -2.5, 2.5, 100, 140, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))-0.0149841140266" 
2, comb, down_uncorrelated, 0, -2.5, 2.5, 70, 100, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))-0.0135139472531" 
2, comb, down_uncorrelated, 0, -2.5, 2.5, 200, 300, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))-0.0436147524368" 
2, comb, down_uncorrelated, 0, -2.5, 2.5, 300, 600, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))-0.037580218954" 
2, comb, down_uncorrelated, 0, -2.5, 2.5, 140, 200, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))-0.0195346567748" 
2, comb, down_uncorrelated, 0, -2.5, 2.5, 50, 70, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))-0.0103299448552" 
2, comb, down_uncorrelated, 0, -2.5, 2.5, 20, 30, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))-0.0222200050265" 
2, comb, down_uncorrelated, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))-0.0661019263891" 
2, comb, down_uncorrelated, 0, -2.5, 2.5, 30, 50, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))-0.0092135149769" 
2, comb, up, 1, -2.5, 2.5, 20, 30, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.14415742456912994" 
2, comb, up, 1, -2.5, 2.5, 30, 50, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.047273959964513779" 
2, comb, up, 1, -2.5, 2.5, 50, 70, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.050841886550188065" 
2, comb, up, 1, -2.5, 2.5, 70, 100, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.056969195604324341" 
2, comb, up, 1, -2.5, 2.5, 100, 140, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.056877370923757553" 
2, comb, up, 1, -2.5, 2.5, 140, 200, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.074698969721794128" 
2, comb, up, 1, -2.5, 2.5, 200, 300, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.28285139799118042" 
2, comb, up, 1, -2.5, 2.5, 300, 600, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.21244847774505615" 
2, comb, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.27470770478248596" 
2, comb, up, 0, -2.5, 2.5, 20, 30, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.041187833994626999" 
2, comb, up, 0, -2.5, 2.5, 30, 50, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.013506845571100712" 
2, comb, up, 0, -2.5, 2.5, 50, 70, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.014526253566145897" 
2, comb, up, 0, -2.5, 2.5, 70, 100, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.01627691276371479" 
2, comb, up, 0, -2.5, 2.5, 100, 140, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.016250677406787872" 
2, comb, up, 0, -2.5, 2.5, 140, 200, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.021342562511563301" 
2, comb, up, 0, -2.5, 2.5, 200, 300, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.080814681947231293" 
2, comb, up, 0, -2.5, 2.5, 300, 600, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.060699567198753357" 
2, comb, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.07848791778087616" 
2, comb, up_correlated, 1, -2.5, 2.5, 100, 140, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.0220140982368" 
2, comb, up_correlated, 1, -2.5, 2.5, 70, 100, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.0317539159735" 
2, comb, up_correlated, 1, -2.5, 2.5, 200, 300, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.238122638627" 
2, comb, up_correlated, 1, -2.5, 2.5, 300, 600, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.166835290559" 
2, comb, up_correlated, 1, -2.5, 2.5, 140, 200, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.0300882258703" 
2, comb, up_correlated, 1, -2.5, 2.5, 50, 70, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.035745312365" 
2, comb, up_correlated, 1, -2.5, 2.5, 20, 30, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.121380343047" 
2, comb, up_correlated, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.148116106366" 
2, comb, up_correlated, 1, -2.5, 2.5, 30, 50, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.0345678860403" 
2, comb, up_correlated, 0, -2.5, 2.5, 100, 140, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.00628974109315" 
2, comb, up_correlated, 0, -2.5, 2.5, 70, 100, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.00907254753405" 
2, comb, up_correlated, 0, -2.5, 2.5, 200, 300, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.0680350364747" 
2, comb, up_correlated, 0, -2.5, 2.5, 300, 600, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.0476672277512" 
2, comb, up_correlated, 0, -2.5, 2.5, 140, 200, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.00859663650795" 
2, comb, up_correlated, 0, -2.5, 2.5, 50, 70, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.0102129467813" 
2, comb, up_correlated, 0, -2.5, 2.5, 20, 30, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.0346800958158" 
2, comb, up_correlated, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.0423188913516" 
2, comb, up_correlated, 0, -2.5, 2.5, 30, 50, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.00987653881944" 
2, comb, up_uncorrelated, 1, -2.5, 2.5, 100, 140, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.0524443972415" 
2, comb, up_uncorrelated, 1, -2.5, 2.5, 70, 100, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.0472988167733" 
2, comb, up_uncorrelated, 1, -2.5, 2.5, 200, 300, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.152651637131" 
2, comb, up_uncorrelated, 1, -2.5, 2.5, 300, 600, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.131530762639" 
2, comb, up_uncorrelated, 1, -2.5, 2.5, 140, 200, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.0683713005689" 
2, comb, up_uncorrelated, 1, -2.5, 2.5, 50, 70, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.0361548070373" 
2, comb, up_uncorrelated, 1, -2.5, 2.5, 20, 30, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.0777700159463" 
2, comb, up_uncorrelated, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.231356742071" 
2, comb, up_uncorrelated, 1, -2.5, 2.5, 30, 50, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.0322473029172" 
2, comb, up_uncorrelated, 0, -2.5, 2.5, 100, 140, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.0149841140266" 
2, comb, up_uncorrelated, 0, -2.5, 2.5, 70, 100, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.0135139472531" 
2, comb, up_uncorrelated, 0, -2.5, 2.5, 200, 300, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.0436147524368" 
2, comb, up_uncorrelated, 0, -2.5, 2.5, 300, 600, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.037580218954" 
2, comb, up_uncorrelated, 0, -2.5, 2.5, 140, 200, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.0195346567748" 
2, comb, up_uncorrelated, 0, -2.5, 2.5, 50, 70, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.0103299448552" 
2, comb, up_uncorrelated, 0, -2.5, 2.5, 20, 30, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.0222200050265" 
2, comb, up_uncorrelated, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.0661019263891" 
2, comb, up_uncorrelated, 0, -2.5, 2.5, 30, 50, 0, 1, "0.698488+0.00874758*log(x+19)*log(x+18)*(3-0.371023*log(x+18))+0.0092135149769" 
2, mujets, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))" 
2, mujets, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))" 
2, mujets, down, 1, -2.5, 2.5, 20, 30, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.15246689319610596" 
2, mujets, down, 1, -2.5, 2.5, 30, 50, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.055732529610395432" 
2, mujets, down, 1, -2.5, 2.5, 50, 70, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.06531040370464325" 
2, mujets, down, 1, -2.5, 2.5, 70, 100, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.10346013307571411" 
2, mujets, down, 1, -2.5, 2.5, 100, 140, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.15544819831848145" 
2, mujets, down, 1, -2.5, 2.5, 140, 200, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.213650181889534" 
2, mujets, down, 1, -2.5, 2.5, 200, 300, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.31602561473846436" 
2, mujets, down, 1, -2.5, 2.5, 300, 600, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.21511562168598175" 
2, mujets, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.27867665886878967" 
2, mujets, down, 0, -2.5, 2.5, 20, 30, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.043561968952417374" 
2, mujets, down, 0, -2.5, 2.5, 30, 50, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.015923580154776573" 
2, mujets, down, 0, -2.5, 2.5, 50, 70, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.018660115078091621" 
2, mujets, down, 0, -2.5, 2.5, 70, 100, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.029560038819909096" 
2, mujets, down, 0, -2.5, 2.5, 100, 140, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.044413771480321884" 
2, mujets, down, 0, -2.5, 2.5, 140, 200, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.061042908579111099" 
2, mujets, down, 0, -2.5, 2.5, 200, 300, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.090293034911155701" 
2, mujets, down, 0, -2.5, 2.5, 300, 600, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.061461605131626129" 
2, mujets, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.079621903598308563" 
2, mujets, down_correlated, 1, -2.5, 2.5, 100, 140, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.121594030459" 
2, mujets, down_correlated, 1, -2.5, 2.5, 70, 100, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.0922112453578" 
2, mujets, down_correlated, 1, -2.5, 2.5, 200, 300, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.249349898165" 
2, mujets, down_correlated, 1, -2.5, 2.5, 300, 600, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.165822997067" 
2, mujets, down_correlated, 1, -2.5, 2.5, 140, 200, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.188936635649" 
2, mujets, down_correlated, 1, -2.5, 2.5, 50, 70, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.0554286274308" 
2, mujets, down_correlated, 1, -2.5, 2.5, 20, 30, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.127771217864" 
2, mujets, down_correlated, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.152074034532" 
2, mujets, down_correlated, 1, -2.5, 2.5, 30, 50, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.0466763166858" 
2, mujets, down_correlated, 0, -2.5, 2.5, 100, 140, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.0347411530894" 
2, mujets, down_correlated, 0, -2.5, 2.5, 70, 100, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.0263460708617" 
2, mujets, down_correlated, 0, -2.5, 2.5, 200, 300, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.0712428311501" 
2, mujets, down_correlated, 0, -2.5, 2.5, 300, 600, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.0473779964643" 
2, mujets, down_correlated, 0, -2.5, 2.5, 140, 200, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.0539818947695" 
2, mujets, down_correlated, 0, -2.5, 2.5, 50, 70, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.015836750403" 
2, mujets, down_correlated, 0, -2.5, 2.5, 20, 30, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.0365060622146" 
2, mujets, down_correlated, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.0434497244179" 
2, mujets, down_correlated, 0, -2.5, 2.5, 30, 50, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.013336090823" 
2, mujets, down_uncorrelated, 1, -2.5, 2.5, 100, 140, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.0968454135067" 
2, mujets, down_uncorrelated, 1, -2.5, 2.5, 70, 100, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.0469157262078" 
2, mujets, down_uncorrelated, 1, -2.5, 2.5, 200, 300, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.194156682748" 
2, mujets, down_uncorrelated, 1, -2.5, 2.5, 300, 600, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.137030888258" 
2, mujets, down_uncorrelated, 1, -2.5, 2.5, 140, 200, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.0997464181369" 
2, mujets, down_uncorrelated, 1, -2.5, 2.5, 50, 70, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.0345415126072" 
2, mujets, down_uncorrelated, 1, -2.5, 2.5, 20, 30, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.083190560801" 
2, mujets, down_uncorrelated, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.233525519418" 
2, mujets, down_uncorrelated, 1, -2.5, 2.5, 30, 50, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.0304538391245" 
2, mujets, down_uncorrelated, 0, -2.5, 2.5, 100, 140, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.0276701170783" 
2, mujets, down_uncorrelated, 0, -2.5, 2.5, 70, 100, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.0134044934699" 
2, mujets, down_uncorrelated, 0, -2.5, 2.5, 200, 300, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.055473337408" 
2, mujets, down_uncorrelated, 0, -2.5, 2.5, 300, 600, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.0391516839534" 
2, mujets, down_uncorrelated, 0, -2.5, 2.5, 140, 200, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.0284989776113" 
2, mujets, down_uncorrelated, 0, -2.5, 2.5, 50, 70, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.00986900356674" 
2, mujets, down_uncorrelated, 0, -2.5, 2.5, 20, 30, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.0237687307317" 
2, mujets, down_uncorrelated, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.0667215780736" 
2, mujets, down_uncorrelated, 0, -2.5, 2.5, 30, 50, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))-0.00870109685647" 
2, mujets, up, 1, -2.5, 2.5, 20, 30, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))+0.15246689319610596" 
2, mujets, up, 1, -2.5, 2.5, 30, 50, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))+0.055732529610395432" 
2, mujets, up, 1, -2.5, 2.5, 50, 70, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))+0.06531040370464325" 
2, mujets, up, 1, -2.5, 2.5, 70, 100, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))+0.10346013307571411" 
2, mujets, up, 1, -2.5, 2.5, 100, 140, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))+0.15544819831848145" 
2, mujets, up, 1, -2.5, 2.5, 140, 200, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))+0.213650181889534" 
2, mujets, up, 1, -2.5, 2.5, 200, 300, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))+0.31602561473846436" 
2, mujets, up, 1, -2.5, 2.5, 300, 600, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))+0.21511562168598175" 
2, mujets, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))+0.27867665886878967" 
2, mujets, up, 0, -2.5, 2.5, 20, 30, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))+0.043561968952417374" 
2, mujets, up, 0, -2.5, 2.5, 30, 50, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))+0.015923580154776573" 
2, mujets, up, 0, -2.5, 2.5, 50, 70, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))+0.018660115078091621" 
2, mujets, up, 0, -2.5, 2.5, 70, 100, 0, 1, "0.931095+4.31636e-06*log(x+19)*log(x+18)*(3-23.8655*log(x+18))+0.029560038819909096" 
